Time [s],Packet ID,MOSI,MISO
2.113822300000000,0,\xFF,\xFF
2.113856460000000,0,@,\xFF
2.113900440000000,0,\0,\xFF
2.113941220000000,0,\0,\xFF
2.113978520000000,0,\0,\xFF
2.114012300000000,0,\0,\xFF
2.114045840000000,0,\x95,\xFF
2.114079060000000,0,\xFF,\xFF
2.114112780000000,0,\xFF,\x01
2.114157320000000,0,\xFF,\xFF
2.114191480000000,0,H,\xFF
2.114235480000000,0,\0,\xFF
2.114276260000000,0,\0,\xFF
2.114313620000000,0,\x01,\xFF
2.114347400000000,0,\xAA,\xFF
2.114381180000000,0,\x87,\xFF
2.114414400000000,0,\xFF,\xFF
2.114448140000000,0,\xFF,\x01
2.114483300000000,0,\xFF,\0
2.114516820000000,0,\xFF,\0
2.114550360000000,0,\xFF,\x01
2.114583900000000,0,\xFF,\xAA
2.114627820000000,0,\xFF,\xFF
2.114661980000000,0,w,\xFF
2.114705960000000,0,\0,\xFF
2.114746760000000,0,\0,\xFF
2.114784040000000,0,\0,\xFF
2.114817840000000,0,\0,\xFF
2.114851560000000,0,\xFF,\xFF
2.114884780000000,0,\xFF,\xFF
2.114918500000000,0,\xFF,\x01
2.114962480000000,0,\xFF,\xFF
2.114996640000000,0,i,\xFF
2.115040620000000,0,@,\xFF
2.115081420000000,0,\0,\xFF
2.115118700000000,0,\0,\xFF
2.115152500000000,0,\0,\xFF
2.115186220000000,0,\xFF,\xFF
2.115219440000000,0,\xFF,\xFF
2.115253160000000,0,\xFF,\x01
2.115299020000000,0,\xFF,\xFF
2.115335240000000,0,w,\xFF
2.115379220000000,0,\0,\xFF
2.115420080000000,0,\0,\xFF
2.115457380000000,0,\0,\xFF
2.115491160000000,0,\0,\xFF
2.115524880000000,0,\xFF,\xFF
2.115558100000000,0,\xFF,\xFF
2.115591820000000,0,\xFF,\x01
2.115635800000000,0,\xFF,\xFF
2.115669960000000,0,i,\xFF
2.115713940000000,0,@,\xFF
2.115754740000000,0,\0,\xFF
2.115792040000000,0,\0,\xFF
2.115825820000000,0,\0,\xFF
2.115859540000000,0,\xFF,\xFF
2.115892760000000,0,\xFF,\xFF
2.115926480000000,0,\xFF,\0
2.115971100000000,0,\xFF,\xFF
2.116005260000000,0,z,\xFF
2.116049240000000,0,\0,\xFF
2.116090020000000,0,\0,\xFF
2.116127320000000,0,\0,\xFF
2.116161100000000,0,\0,\xFF
2.116194820000000,0,\xFF,\xFF
2.116228040000000,0,\xFF,\xFF
2.116261780000000,0,\xFF,\0
2.116296800000000,0,\xFF,\x80
2.116330220000000,0,\xFF,\xFF
2.116363440000000,0,\xFF,\x80
2.116396600000000,0,\xFF,\0
2.116464980000000,0,\xFF,\xFF
2.116469120000000,0,Q,\xFF
2.116483060000000,0,\0,\xFF
2.116493820000000,0,\0,\xFF
2.116501080000000,0,\0,\xFF
2.116504840000000,0,\0,\xFF
2.116508520000000,0,\xFF,\xFF
2.116511720000000,0,\xFF,\xFF
2.116515400000000,0,\xFF,\0
2.116521660000000,0,\xFF,\xFF
2.116526600000000,0,\xFF,\xFF
2.116531560000000,0,\xFF,\xFF
2.116536500000000,0,\xFF,\xFF
2.116541440000000,0,\xFF,\xFF
2.116546380000000,0,\xFF,\xFF
2.116551320000000,0,\xFF,\xFF
2.116556260000000,0,\xFF,\xFF
2.116561200000000,0,\xFF,\xFF
2.116566140000000,0,\xFF,\xFF
2.116571100000000,0,\xFF,\xFF
2.116576040000000,0,\xFF,\xFF
2.116580980000000,0,\xFF,\xFF
2.116585920000000,0,\xFF,\xFF
2.116590860000000,0,\xFF,\xFF
2.116595800000000,0,\xFF,\xFF
2.116600740000000,0,\xFF,\xFF
2.116605700000000,0,\xFF,\xFF
2.116610640000000,0,\xFF,\xFF
2.116615580000000,0,\xFF,\xFF
2.116620520000000,0,\xFF,\xFF
2.116625460000000,0,\xFF,\xFF
2.116630400000000,0,\xFF,\xFF
2.116635340000000,0,\xFF,\xFF
2.116640280000000,0,\xFF,\xFF
2.116645240000000,0,\xFF,\xFF
2.116650180000000,0,\xFF,\xFF
2.116655120000000,0,\xFF,\xFF
2.116660060000000,0,\xFF,\xFF
2.116665000000000,0,\xFF,\xFF
2.116669940000000,0,\xFF,\xFF
2.116674880000000,0,\xFF,\xFF
2.116679840000000,0,\xFF,\xFF
2.116684780000000,0,\xFF,\xFF
2.116689720000000,0,\xFF,\xFF
2.116694660000000,0,\xFF,\xFF
2.116699600000000,0,\xFF,\xFF
2.116704540000000,0,\xFF,\xFF
2.116709480000000,0,\xFF,\xFF
2.116714420000000,0,\xFF,\xFF
2.116719380000000,0,\xFF,\xFF
2.116724320000000,0,\xFF,\xFF
2.116729260000000,0,\xFF,\xFF
2.116734200000000,0,\xFF,\xFF
2.116739140000000,0,\xFF,\xFF
2.116744080000000,0,\xFF,\xFF
2.116749020000000,0,\xFF,\xFF
2.116753960000000,0,\xFF,\xFF
2.116758920000000,0,\xFF,\xFF
2.116763860000000,0,\xFF,\xFF
2.116768800000000,0,\xFF,\xFF
2.116773740000000,0,\xFF,\xFF
2.116778680000000,0,\xFF,\xFF
2.116783620000000,0,\xFF,\xFF
2.116788560000000,0,\xFF,\xFF
2.116793520000000,0,\xFF,\xFF
2.116798460000000,0,\xFF,\xFF
2.116803400000000,0,\xFF,\xFF
2.116808340000000,0,\xFF,\xFF
2.116813280000000,0,\xFF,\xFF
2.116818220000000,0,\xFF,\xFF
2.116823160000000,0,\xFF,\xFF
2.116828100000000,0,\xFF,\xFF
2.116833060000000,0,\xFF,\xFF
2.116838000000000,0,\xFF,\xFF
2.116842940000000,0,\xFF,\xFF
2.116847880000000,0,\xFF,\xFF
2.116852820000000,0,\xFF,\xFF
2.116857760000000,0,\xFF,\xFF
2.116862700000000,0,\xFF,\xFF
2.116867660000000,0,\xFF,\xFF
2.116872600000000,0,\xFF,\xFF
2.116877540000000,0,\xFF,\xFF
2.116882480000000,0,\xFF,\xFF
2.116887420000000,0,\xFF,\xFF
2.116892360000000,0,\xFF,\xFF
2.116897300000000,0,\xFF,\xFF
2.116902240000000,0,\xFF,\xFF
2.116907200000000,0,\xFF,\xFF
2.116912140000000,0,\xFF,\xFF
2.116917080000000,0,\xFF,\xFF
2.116922020000000,0,\xFF,\xFF
2.116926960000000,0,\xFF,\xFF
2.116931900000000,0,\xFF,\xFF
2.116936840000000,0,\xFF,\xFF
2.116941800000000,0,\xFF,\xFF
2.116946740000000,0,\xFF,\xFF
2.116951680000000,0,\xFF,\xFF
2.116956620000000,0,\xFF,\xFF
2.116961560000000,0,\xFF,\xFF
2.116966500000000,0,\xFF,\xFF
2.116971440000000,0,\xFF,\xFF
2.116976380000000,0,\xFF,\xFF
2.116981340000000,0,\xFF,\xFF
2.116986280000000,0,\xFF,\xFF
2.116991220000000,0,\xFF,\xFF
2.116996160000000,0,\xFF,\xFF
2.117001100000000,0,\xFF,\xFF
2.117006040000000,0,\xFF,\xFF
2.117010980000000,0,\xFF,\xFF
2.117015940000000,0,\xFF,\xFF
2.117020880000000,0,\xFF,\xFF
2.117025820000000,0,\xFF,\xFF
2.117030760000000,0,\xFF,\xFF
2.117035700000000,0,\xFF,\xFF
2.117040640000000,0,\xFF,\xFF
2.117045580000000,0,\xFF,\xFF
2.117050520000000,0,\xFF,\xFF
2.117055480000000,0,\xFF,\xFF
2.117060420000000,0,\xFF,\xFF
2.117065360000000,0,\xFF,\xFF
2.117070300000000,0,\xFF,\xFF
2.117075240000000,0,\xFF,\xFF
2.117080180000000,0,\xFF,\xFF
2.117085120000000,0,\xFF,\xFF
2.117090080000000,0,\xFF,\xFF
2.117095020000000,0,\xFF,\xFF
2.117099960000000,0,\xFF,\xFF
2.117104900000000,0,\xFF,\xFF
2.117109840000000,0,\xFF,\xFF
2.117114780000000,0,\xFF,\xFF
2.117119720000000,0,\xFF,\xFF
2.117124660000000,0,\xFF,\xFF
2.117129620000000,0,\xFF,\xFF
2.117134560000000,0,\xFF,\xFF
2.117139500000000,0,\xFF,\xFF
2.117144440000000,0,\xFF,\xFF
2.117149380000000,0,\xFF,\xFF
2.117154320000000,0,\xFF,\xFF
2.117159260000000,0,\xFF,\xFF
2.117164220000000,0,\xFF,\xFF
2.117169160000000,0,\xFF,\xFF
2.117174100000000,0,\xFF,\xFF
2.117179040000000,0,\xFF,\xFF
2.117183980000000,0,\xFF,\xFF
2.117188920000000,0,\xFF,\xFF
2.117193860000000,0,\xFF,\xFF
2.117198800000000,0,\xFF,\xFF
2.117203760000000,0,\xFF,\xFF
2.117208700000000,0,\xFF,\xFF
2.117213640000000,0,\xFF,\xFF
2.117218580000000,0,\xFF,\xFF
2.117223520000000,0,\xFF,\xFF
2.117228460000000,0,\xFF,\xFF
2.117233400000000,0,\xFF,\xFF
2.117238360000000,0,\xFF,\xFF
2.117243300000000,0,\xFF,\xFF
2.117248240000000,0,\xFF,\xFF
2.117253180000000,0,\xFF,\xFF
2.117258120000000,0,\xFF,\xFF
2.117263060000000,0,\xFF,\xFF
2.117268000000000,0,\xFF,\xFF
2.117272940000000,0,\xFF,\xFF
2.117277900000000,0,\xFF,\xFF
2.117282840000000,0,\xFF,\xFF
2.117287780000000,0,\xFF,\xFF
2.117292720000000,0,\xFF,\xFF
2.117297660000000,0,\xFF,\xFF
2.117302600000000,0,\xFF,\xFF
2.117307540000000,0,\xFF,\xFF
2.117312500000000,0,\xFF,\xFF
2.117317440000000,0,\xFF,\xFF
2.117322380000000,0,\xFF,\xFF
2.117327320000000,0,\xFF,\xFF
2.117332260000000,0,\xFF,\xFF
2.117337200000000,0,\xFF,\xFF
2.117342140000000,0,\xFF,\xFF
2.117347080000000,0,\xFF,\xFF
2.117352040000000,0,\xFF,\xFF
2.117356980000000,0,\xFF,\xFF
2.117361920000000,0,\xFF,\xFF
2.117366860000000,0,\xFF,\xFF
2.117371800000000,0,\xFF,\xFF
2.117382820000000,0,\xFF,\xFF
2.117387760000000,0,\xFF,\xFF
2.117392700000000,0,\xFF,\xFF
2.117397640000000,0,\xFF,\xFF
2.117402580000000,0,\xFF,\xFF
2.117407520000000,0,\xFF,\xFF
2.117412460000000,0,\xFF,\xFF
2.117417420000000,0,\xFF,\xFF
2.117422360000000,0,\xFF,\xFF
2.117427300000000,0,\xFF,\xFF
2.117432240000000,0,\xFF,\xFF
2.117437180000000,0,\xFF,\xFF
2.117442120000000,0,\xFF,\xFF
2.117447060000000,0,\xFF,\xFF
2.117452020000000,0,\xFF,\xFF
2.117456960000000,0,\xFF,\xFF
2.117461900000000,0,\xFF,\xFF
2.117466840000000,0,\xFF,\xFF
2.117479600000000,0,\xFF,\xFF
2.117484540000000,0,\xFF,\xFF
2.117489480000000,0,\xFF,\xFF
2.117494440000000,0,\xFF,\xFF
2.117499380000000,0,\xFF,\xFF
2.117504320000000,0,\xFF,\xFF
2.117509260000000,0,\xFF,\xFF
2.117514200000000,0,\xFF,\xFF
2.117519140000000,0,\xFF,\xFF
2.117524080000000,0,\xFF,\xFF
2.117529020000000,0,\xFF,\xFF
2.117533980000000,0,\xFF,\xFF
2.117538920000000,0,\xFF,\xFF
2.117543860000000,0,\xFF,\xFF
2.117548800000000,0,\xFF,\xFF
2.117553740000000,0,\xFF,\xFF
2.117558680000000,0,\xFF,\xFF
2.117563620000000,0,\xFF,\xFF
2.117568580000000,0,\xFF,\xFF
2.117573520000000,0,\xFF,\xFF
2.117578460000000,0,\xFF,\xFF
2.117583400000000,0,\xFF,\xFF
2.117588340000000,0,\xFF,\xFF
2.117593280000000,0,\xFF,\xFF
2.117598220000000,0,\xFF,\xFF
2.117603160000000,0,\xFF,\xFF
2.117608120000000,0,\xFF,\xFF
2.117613060000000,0,\xFF,\xFF
2.117618000000000,0,\xFF,\xFE
2.117622700000000,0,\xFF,\0
2.117626320000000,0,\xFF,\0
2.117629940000000,0,\xFF,\0
2.117633580000000,0,\xFF,\0
2.117637200000000,0,\xFF,\0
2.117640840000000,0,\xFF,\0
2.117644460000000,0,\xFF,\0
